video_id,true_label,pred_label
133262,Swiping Right,Sliding Two Fingers Right
36156,Zooming In With Two Fingers,Doing other things
90661,Zooming In With Two Fingers,Doing other things
83328,Pulling Two Fingers In,Pulling Hand In
111382,Zooming Out With Two Fingers,Zooming In With Two Fingers
38641,Doing other things,No gesture
14054,Doing other things,Shaking Hand
116489,Doing other things,Rolling Hand Backward
9539,No gesture,Swiping Right
94367,Pushing Hand Away,Doing other things
138740,Zooming In With Full Hand,Pulling Two Fingers In
93134,Sliding Two Fingers Right,Doing other things
134232,Shaking Hand,Swiping Up
81339,Pushing Hand Away,Stop Sign
10186,Stop Sign,Shaking Hand
120963,Sliding Two Fingers Left,Sliding Two Fingers Right
29779,Sliding Two Fingers Right,No gesture
123389,Swiping Left,Rolling Hand Backward
107979,Turning Hand Counterclockwise,Turning Hand Clockwise
60451,Turning Hand Counterclockwise,Shaking Hand
43180,Zooming Out With Full Hand,Zooming In With Full Hand
141778,Stop Sign,Swiping Down
86489,Turning Hand Counterclockwise,Thumb Down
73359,Pushing Hand Away,Swiping Down
74058,Sliding Two Fingers Down,Sliding Two Fingers Up
132686,Sliding Two Fingers Right,Doing other things
76015,Doing other things,Swiping Up
82606,Sliding Two Fingers Right,Swiping Right
39020,Swiping Right,Doing other things
137787,No gesture,Doing other things
58129,Sliding Two Fingers Left,Sliding Two Fingers Right
48122,Swiping Right,Swiping Left
61132,Swiping Down,Drumming Fingers
58919,Sliding Two Fingers Down,Sliding Two Fingers Up
69363,Pushing Hand Away,Sliding Two Fingers Right
23725,Sliding Two Fingers Left,Sliding Two Fingers Right
57931,Sliding Two Fingers Up,Sliding Two Fingers Down
108644,Sliding Two Fingers Right,Sliding Two Fingers Left
83506,Zooming In With Two Fingers,Zooming Out With Two Fingers
21361,Shaking Hand,Turning Hand Counterclockwise
44697,Sliding Two Fingers Left,Doing other things
10263,Sliding Two Fingers Down,Pushing Two Fingers Away
145096,Shaking Hand,Sliding Two Fingers Down
117658,Sliding Two Fingers Up,Pushing Two Fingers Away
104517,Pulling Two Fingers In,Doing other things
78116,Doing other things,Rolling Hand Forward
42114,Sliding Two Fingers Right,No gesture
58951,Sliding Two Fingers Left,No gesture
49462,Pushing Hand Away,Stop Sign
80400,Rolling Hand Backward,Swiping Up
108340,Zooming In With Full Hand,Zooming Out With Full Hand
34329,Rolling Hand Backward,Rolling Hand Forward
46428,Doing other things,Zooming Out With Full Hand
23662,Thumb Up,Doing other things
145970,Zooming In With Full Hand,Shaking Hand
140312,Sliding Two Fingers Down,Drumming Fingers
54211,Stop Sign,Pushing Hand Away
69182,Turning Hand Clockwise,Turning Hand Counterclockwise
139507,Swiping Right,Swiping Left
40075,Zooming Out With Full Hand,Zooming Out With Two Fingers
37609,Zooming In With Full Hand,Zooming Out With Full Hand
5372,Swiping Up,Pulling Hand In
50112,Pushing Hand Away,Doing other things
122649,Swiping Right,Pulling Two Fingers In
117595,Pulling Hand In,Stop Sign
133642,Swiping Left,Sliding Two Fingers Left
142371,Sliding Two Fingers Up,Drumming Fingers
132839,Stop Sign,Pushing Hand Away
11099,Shaking Hand,Doing other things
99994,Doing other things,Pushing Hand Away
69966,Rolling Hand Forward,Rolling Hand Backward
29896,Drumming Fingers,Pulling Hand In
21335,Swiping Down,Sliding Two Fingers Down
48716,Pulling Hand In,Doing other things
132231,Doing other things,Swiping Up
141034,Swiping Down,Pushing Hand Away
83300,Zooming Out With Full Hand,Zooming Out With Two Fingers
58693,Sliding Two Fingers Right,Sliding Two Fingers Left
28813,Shaking Hand,Turning Hand Clockwise
137295,Swiping Left,Sliding Two Fingers Right
40985,Zooming Out With Two Fingers,Zooming In With Two Fingers
49683,Swiping Up,Pulling Hand In
111141,Swiping Down,Stop Sign
99126,Pulling Hand In,Turning Hand Counterclockwise
90705,Swiping Up,Pulling Hand In
98884,Drumming Fingers,Doing other things
105657,Zooming Out With Two Fingers,Zooming In With Two Fingers
35514,Zooming In With Two Fingers,Zooming Out With Two Fingers
127902,Swiping Down,Drumming Fingers
90094,Zooming Out With Two Fingers,Zooming In With Two Fingers
69421,Doing other things,Swiping Up
53821,Sliding Two Fingers Up,Sliding Two Fingers Down
134253,Swiping Down,Thumb Up
82268,Zooming In With Two Fingers,Zooming Out With Two Fingers
25781,Turning Hand Clockwise,Turning Hand Counterclockwise
131791,Sliding Two Fingers Down,Sliding Two Fingers Up
61352,Doing other things,Turning Hand Clockwise
28890,Rolling Hand Forward,Rolling Hand Backward
5289,Shaking Hand,Thumb Down
9145,Sliding Two Fingers Up,Pushing Two Fingers Away
80600,Sliding Two Fingers Left,Swiping Right
65111,Swiping Left,Shaking Hand
23958,Rolling Hand Forward,Swiping Down
90382,Swiping Down,Pulling Two Fingers In
103660,Swiping Left,Swiping Right
38557,Zooming In With Two Fingers,Zooming Out With Two Fingers
93287,Zooming Out With Full Hand,Zooming In With Full Hand
3132,Turning Hand Clockwise,Turning Hand Counterclockwise
75984,Zooming Out With Two Fingers,Zooming Out With Full Hand
140122,Sliding Two Fingers Down,Sliding Two Fingers Up
80795,Pulling Two Fingers In,Sliding Two Fingers Up
30461,Rolling Hand Forward,Swiping Left
129211,No gesture,Pulling Two Fingers In
24932,Zooming In With Two Fingers,Zooming Out With Two Fingers
69647,Sliding Two Fingers Down,No gesture
46460,Pulling Two Fingers In,Doing other things
135700,Sliding Two Fingers Up,Swiping Up
35144,Stop Sign,Pushing Hand Away
72337,Zooming In With Full Hand,Zooming In With Two Fingers
8881,Doing other things,Pushing Hand Away
31193,Drumming Fingers,Swiping Up
125416,Pushing Two Fingers Away,Pulling Hand In
39581,Zooming In With Full Hand,Zooming Out With Full Hand
59563,Zooming Out With Full Hand,Zooming In With Full Hand
72998,No gesture,Swiping Right
136931,Swiping Left,Swiping Right
69593,Pushing Two Fingers Away,Zooming Out With Two Fingers
97429,Zooming In With Full Hand,Drumming Fingers
73561,Rolling Hand Backward,Rolling Hand Forward
88982,Zooming In With Two Fingers,Zooming In With Full Hand
36349,Turning Hand Clockwise,Turning Hand Counterclockwise
124323,Shaking Hand,Swiping Left
70205,Swiping Down,No gesture
135529,Zooming In With Two Fingers,Zooming Out With Two Fingers
77430,Zooming Out With Two Fingers,Zooming In With Two Fingers
103741,Doing other things,Shaking Hand
138451,Thumb Up,Pulling Two Fingers In
137368,Swiping Down,Swiping Left
134301,Swiping Left,Doing other things
143492,Sliding Two Fingers Up,No gesture
19302,Sliding Two Fingers Left,Sliding Two Fingers Right
55345,Swiping Left,Sliding Two Fingers Right
82596,Swiping Up,No gesture
94802,Rolling Hand Forward,Doing other things
139414,No gesture,Pulling Two Fingers In
53445,Zooming Out With Two Fingers,Zooming In With Two Fingers
115322,Zooming In With Two Fingers,Zooming Out With Two Fingers
119325,Zooming Out With Two Fingers,Sliding Two Fingers Down
41507,Pulling Hand In,Swiping Up
45659,Turning Hand Clockwise,Turning Hand Counterclockwise
54602,Zooming Out With Two Fingers,Zooming In With Two Fingers
114238,Sliding Two Fingers Left,Shaking Hand
5021,Turning Hand Clockwise,Turning Hand Counterclockwise
18215,No gesture,Doing other things
9640,No gesture,Sliding Two Fingers Right
44350,Zooming In With Two Fingers,Zooming Out With Full Hand
35321,Rolling Hand Backward,Swiping Down
147598,Pushing Hand Away,Stop Sign
134707,Turning Hand Counterclockwise,Turning Hand Clockwise
58290,Sliding Two Fingers Up,Swiping Down
66611,Sliding Two Fingers Left,Doing other things
121436,Zooming Out With Two Fingers,Swiping Down
114764,Pushing Hand Away,Stop Sign
69583,Swiping Up,Swiping Left
55861,Pulling Hand In,Thumb Up
146999,No gesture,Swiping Down
63838,Drumming Fingers,Swiping Right
26423,Shaking Hand,No gesture
53991,Stop Sign,Pushing Hand Away
72428,Thumb Up,Doing other things
98716,Zooming Out With Two Fingers,Pushing Two Fingers Away
107514,Stop Sign,Pushing Hand Away
2722,Sliding Two Fingers Down,Sliding Two Fingers Up
114078,Sliding Two Fingers Right,No gesture
131349,Swiping Down,Thumb Down
115277,Zooming Out With Two Fingers,Zooming In With Two Fingers
135249,Swiping Right,Sliding Two Fingers Right
89785,Pushing Hand Away,Stop Sign
136525,Sliding Two Fingers Right,Doing other things
21338,Sliding Two Fingers Right,Swiping Up
1721,Sliding Two Fingers Right,Swiping Down
9018,Sliding Two Fingers Down,Drumming Fingers
92248,Sliding Two Fingers Right,Sliding Two Fingers Left
79445,Zooming Out With Full Hand,Zooming In With Full Hand
37801,Sliding Two Fingers Right,No gesture
101425,No gesture,Swiping Up
51137,Doing other things,No gesture
82458,Zooming In With Two Fingers,Zooming Out With Two Fingers
2486,Sliding Two Fingers Down,Zooming Out With Two Fingers
65848,Swiping Right,Pulling Hand In
71502,Shaking Hand,Turning Hand Counterclockwise
77100,Drumming Fingers,Swiping Down
138081,No gesture,Sliding Two Fingers Left
37602,Zooming Out With Full Hand,Zooming In With Full Hand
94314,Swiping Left,Swiping Right
38702,Doing other things,Thumb Down
7908,Swiping Left,Shaking Hand
20885,Swiping Right,Sliding Two Fingers Right
35469,Swiping Right,Swiping Left
123238,Zooming In With Full Hand,Zooming Out With Full Hand
