132718;Pushing Hand Away
54777;Sliding Two Fingers Right
56449;Zooming Out With Full Hand
31366;Pulling Hand In
47316;Pushing Two Fingers Away
99742;Swiping Down
41582;Sliding Two Fingers Up
108483;Sliding Two Fingers Left
90503;Pushing Two Fingers Away
134106;Rolling Hand Backward
68983;Drumming Fingers
140438;No gesture
103413;Drumming Fingers
68689;Sliding Two Fingers Down
118882;Rolling Hand Forward
4070;Sliding Two Fingers Up
76878;Turning Hand Counterclockwise
7831;Sliding Two Fingers Right
88872;Turning Hand Clockwise
72629;Thumb Down
64465;Turning Hand Clockwise
35804;Swiping Down
139679;Sliding Two Fingers Up
84906;Rolling Hand Backward
19717;Sliding Two Fingers Left
124944;Zooming In With Two Fingers
61657;Zooming Out With Full Hand
105914;Sliding Two Fingers Left
73996;Rolling Hand Forward
137537;Sliding Two Fingers Right
34262;Sliding Two Fingers Up
104672;Swiping Down
86902;Pushing Hand Away
37471;Turning Hand Counterclockwise
42360;Sliding Two Fingers Right
74212;Sliding Two Fingers Left
31753;Pulling Two Fingers In
50248;Zooming In With Full Hand
32920;Swiping Left
39258;Shaking Hand
87459;Pushing Hand Away
120089;Pulling Two Fingers In
80009;No gesture
55490;Rolling Hand Forward
58933;Drumming Fingers
19677;Stop Sign
17653;Sliding Two Fingers Up
33951;Zooming Out With Two Fingers
106109;Shaking Hand
85026;Swiping Right
146946;Shaking Hand
47328;Turning Hand Clockwise
45686;Doing other things
112242;Turning Hand Counterclockwise
20375;Stop Sign
67612;Stop Sign
6467;Thumb Down
38436;Swiping Down
83614;Doing other things
141184;Sliding Two Fingers Left
74821;Swiping Right
86619;Swiping Up
73290;Pushing Two Fingers Away
109020;Swiping Right
112364;Sliding Two Fingers Right
57812;Doing other things
4637;Rolling Hand Backward
45487;Zooming Out With Full Hand
121550;Rolling Hand Backward
122152;Zooming Out With Two Fingers
53954;Sliding Two Fingers Left
98417;Sliding Two Fingers Down
47569;Pulling Hand In
10322;Doing other things
30028;Rolling Hand Backward
61532;Stop Sign
59212;Pulling Two Fingers In
145676;Thumb Up
82076;Pushing Hand Away
67887;No gesture
24615;Shaking Hand
29109;Sliding Two Fingers Up
15580;Pushing Two Fingers Away
4350;Thumb Up
38272;Pulling Hand In
136057;Shaking Hand
55990;Sliding Two Fingers Left
24642;Pushing Hand Away
62750;Thumb Up
63653;Drumming Fingers
58994;Sliding Two Fingers Down
103224;Shaking Hand
34775;Swiping Up
128005;No gesture
79613;Pushing Two Fingers Away
113534;Zooming Out With Two Fingers
57977;Sliding Two Fingers Left
17284;Pulling Hand In
76103;Rolling Hand Forward
70320;Swiping Right
36386;Rolling Hand Forward
3194;Thumb Up
74060;No gesture
55293;Rolling Hand Forward
113977;Rolling Hand Backward
95540;Pushing Two Fingers Away
76737;Swiping Down
71125;Sliding Two Fingers Down
72678;Sliding Two Fingers Right
36059;Zooming Out With Full Hand
48647;Pulling Hand In
55450;Zooming Out With Two Fingers
61653;Swiping Right
134890;Sliding Two Fingers Down
7782;Thumb Up
135166;Doing other things
144322;Doing other things
103249;Sliding Two Fingers Right
44934;Sliding Two Fingers Up
47242;Zooming Out With Two Fingers
112647;Sliding Two Fingers Down
15526;Drumming Fingers
138961;No gesture
120768;Shaking Hand
40023;Drumming Fingers
62475;Pushing Hand Away
105644;Zooming Out With Two Fingers
15998;Pushing Hand Away
93105;Doing other things
92260;Stop Sign
56914;Sliding Two Fingers Right
141511;Thumb Down
38031;Swiping Right
100513;Sliding Two Fingers Right
20551;Pushing Two Fingers Away
70872;Swiping Right
47087;Sliding Two Fingers Right
26534;Sliding Two Fingers Right
32467;Doing other things
60694;Swiping Down
65651;Stop Sign
88084;Sliding Two Fingers Down
7382;Sliding Two Fingers Left
73347;Zooming In With Full Hand
50145;Thumb Down
50711;Zooming In With Two Fingers
140967;Stop Sign
60727;Swiping Down
55766;Pulling Hand In
113097;Zooming Out With Full Hand
107132;Swiping Up
22344;Swiping Right
112434;Turning Hand Counterclockwise
40832;Pushing Two Fingers Away
92428;Thumb Down
32285;Sliding Two Fingers Right
83864;Rolling Hand Forward
86124;Turning Hand Counterclockwise
80950;Turning Hand Counterclockwise
55677;Swiping Down
1064;Swiping Down
111566;Swiping Down
10302;Swiping Left
28410;Drumming Fingers
37953;Thumb Down
84309;Zooming Out With Full Hand
102313;Zooming In With Full Hand
41538;Pushing Two Fingers Away
64925;Pushing Hand Away
76007;Pulling Hand In
27777;Swiping Left
2650;Sliding Two Fingers Up
121819;Pushing Hand Away
86013;Zooming In With Two Fingers
64423;Stop Sign
18224;Rolling Hand Backward
80735;No gesture
93772;Doing other things
4946;Sliding Two Fingers Down
87040;No gesture
63722;Doing other things
59288;Shaking Hand
131898;Swiping Left
44560;Pulling Two Fingers In
6434;Doing other things
13444;Turning Hand Clockwise
108122;Rolling Hand Forward
17911;Swiping Up
115607;Pulling Two Fingers In
116544;No gesture
68476;Pushing Two Fingers Away
118849;Swiping Down
98672;Doing other things
32869;Zooming In With Two Fingers
112676;Pulling Hand In
2640;Swiping Left
88209;Pushing Two Fingers Away
105078;Sliding Two Fingers Down
133305;Zooming In With Full Hand
74380;Pushing Hand Away
42491;Thumb Down
40539;Sliding Two Fingers Up
96719;Swiping Up
61138;Sliding Two Fingers Left
121089;Sliding Two Fingers Up
6928;Sliding Two Fingers Up
135817;Zooming In With Full Hand
88926;Zooming In With Full Hand
8535;Sliding Two Fingers Down
129658;Zooming Out With Full Hand
18328;Doing other things
129315;Zooming In With Full Hand
20549;Zooming Out With Two Fingers
48389;Zooming In With Two Fingers
30506;Pushing Two Fingers Away
21328;Zooming Out With Two Fingers
98608;Rolling Hand Forward
97740;Swiping Up
42309;Sliding Two Fingers Right
125866;Turning Hand Counterclockwise
1457;Doing other things
144560;Swiping Left
9835;Shaking Hand
10813;Stop Sign
88005;Turning Hand Counterclockwise
143743;Drumming Fingers
88996;Pushing Two Fingers Away
32550;Thumb Up
130725;Sliding Two Fingers Down
37121;Swiping Down
142155;Swiping Right
42097;Swiping Left
14889;Zooming In With Full Hand
8327;Pushing Two Fingers Away
95434;Drumming Fingers
41060;Turning Hand Counterclockwise
95025;Pulling Hand In
15008;Zooming In With Two Fingers
121464;Zooming Out With Full Hand
53631;Thumb Down
116447;Swiping Right
61429;Shaking Hand
122584;Swiping Up
93981;Turning Hand Clockwise
110144;Zooming Out With Full Hand
138222;Sliding Two Fingers Down
75036;Pulling Hand In
5619;Swiping Left
129227;Doing other things
145066;Thumb Down
101707;Stop Sign
67870;Sliding Two Fingers Right
3170;Doing other things
25178;Swiping Up
136320;Zooming In With Two Fingers
5029;Zooming In With Two Fingers
30983;Sliding Two Fingers Right
32846;Zooming Out With Two Fingers
60794;No gesture
110325;Zooming In With Full Hand
137150;No gesture
13044;Pushing Hand Away
147994;Zooming In With Two Fingers
124219;Sliding Two Fingers Left
70091;Rolling Hand Forward
6350;Swiping Down
16098;Pushing Hand Away
82028;Pulling Two Fingers In
16175;Thumb Down
62941;Swiping Down
52025;Swiping Left
108253;Pulling Two Fingers In
69865;Sliding Two Fingers Left
13221;Rolling Hand Backward
48706;Thumb Up
87434;Doing other things
116958;Rolling Hand Forward
93095;Swiping Down
88953;No gesture
147027;Rolling Hand Backward
79135;Thumb Down
39451;Rolling Hand Backward
51969;Zooming In With Full Hand
336;Swiping Up
126364;Zooming In With Two Fingers
89377;Stop Sign
118622;Doing other things
88036;Thumb Down
89002;Thumb Up
86376;Rolling Hand Backward
18675;Thumb Up
110838;Swiping Right
112414;Swiping Down
24955;Swiping Up
36992;Sliding Two Fingers Right
3211;Zooming Out With Full Hand
15636;Zooming In With Two Fingers
82452;Swiping Up
99413;Drumming Fingers
33003;Zooming Out With Full Hand
13033;Turning Hand Counterclockwise
138220;Zooming In With Two Fingers
18117;Zooming Out With Two Fingers
14408;Pushing Two Fingers Away
111902;Pushing Two Fingers Away
23172;Zooming In With Two Fingers
43661;Pulling Hand In
88572;Sliding Two Fingers Up
119783;Drumming Fingers
67454;Sliding Two Fingers Up
120001;No gesture
76858;Rolling Hand Forward
41741;Sliding Two Fingers Right
70277;Swiping Right
45796;Sliding Two Fingers Up
56079;Pulling Two Fingers In
139662;Stop Sign
33015;Swiping Right
137069;Pulling Two Fingers In
23949;Drumming Fingers
32695;Swiping Left
97096;Pushing Two Fingers Away
73305;Zooming Out With Full Hand
77802;Doing other things
125583;Sliding Two Fingers Left
3394;Zooming Out With Full Hand
95054;Swiping Down
3890;Pushing Two Fingers Away
21595;Sliding Two Fingers Left
71723;Swiping Left
131194;Pushing Hand Away
89142;Sliding Two Fingers Right
24866;Swiping Down
128609;Swiping Up
49640;Sliding Two Fingers Left
71648;Doing other things
142586;Turning Hand Counterclockwise
36780;Thumb Down
23903;No gesture
108827;Swiping Left
33909;Swiping Right
122261;Rolling Hand Forward
143340;Doing other things
4740;No gesture
70715;Swiping Down
41432;Pushing Hand Away
135364;Rolling Hand Forward
66596;Doing other things
11077;Stop Sign
125846;Sliding Two Fingers Right
52093;Sliding Two Fingers Down
99215;Sliding Two Fingers Left
4222;Doing other things
52703;Turning Hand Counterclockwise
100581;Rolling Hand Backward
63019;Thumb Down
126958;Zooming Out With Full Hand
25533;Stop Sign
72482;Sliding Two Fingers Up
114371;Zooming In With Full Hand
117608;Zooming In With Two Fingers
37014;Pulling Two Fingers In
135049;Turning Hand Counterclockwise
75059;Zooming In With Two Fingers
120388;Turning Hand Counterclockwise
146380;Stop Sign
36489;Rolling Hand Forward
82836;Pulling Hand In
113864;Pulling Two Fingers In
106322;Zooming In With Two Fingers
83161;Shaking Hand
144196;Pushing Hand Away
102718;Swiping Up
65017;Doing other things
137223;Zooming Out With Two Fingers
54690;Thumb Up
138023;Drumming Fingers
57984;Drumming Fingers
50261;Turning Hand Clockwise
58512;Doing other things
83679;Zooming In With Full Hand
76181;Turning Hand Counterclockwise
91754;Thumb Down
75143;Pushing Two Fingers Away
33648;Swiping Left
5520;Drumming Fingers
51382;Pushing Two Fingers Away
117644;Pulling Hand In
110128;Pushing Hand Away
90620;Swiping Up
92906;Drumming Fingers
144722;Drumming Fingers
123656;Zooming Out With Full Hand
56023;Sliding Two Fingers Down
59992;Shaking Hand
139013;Swiping Down
45784;No gesture
65332;Pushing Hand Away
98877;Rolling Hand Backward
140646;Zooming In With Full Hand
9937;Swiping Right
116067;Rolling Hand Forward
110394;Doing other things
52448;Drumming Fingers
11649;Zooming In With Two Fingers
35359;Stop Sign
54460;Thumb Down
32462;Doing other things
122232;Zooming Out With Two Fingers
85727;Turning Hand Counterclockwise
130891;Rolling Hand Forward
129243;Swiping Right
111444;Sliding Two Fingers Left
123306;Pushing Hand Away
144371;Swiping Left
12913;Stop Sign
53132;Thumb Down
10844;Swiping Left
104827;Rolling Hand Backward
24225;Pulling Two Fingers In
29037;No gesture
143961;Thumb Up
90228;Turning Hand Counterclockwise
70227;Zooming In With Two Fingers
53917;Swiping Left
81794;Pulling Hand In
22123;Turning Hand Counterclockwise
106627;Turning Hand Clockwise
40652;Zooming In With Full Hand
118243;Pushing Two Fingers Away
69823;Zooming In With Full Hand
113330;Swiping Down
83853;Thumb Down
102374;Zooming Out With Full Hand
2167;Zooming In With Full Hand
8461;Pushing Hand Away
143158;Swiping Left
38526;Thumb Down
96866;Sliding Two Fingers Up
67830;Pushing Hand Away
47050;Rolling Hand Backward
67269;Rolling Hand Backward
50402;Drumming Fingers
45753;Rolling Hand Forward
114146;Turning Hand Counterclockwise
16932;Swiping Up
32258;Zooming In With Two Fingers
8969;Zooming Out With Full Hand
5555;Doing other things
64289;No gesture
127166;Pulling Two Fingers In
16281;Thumb Down
141685;Stop Sign
55486;Doing other things
129146;Shaking Hand
63428;Rolling Hand Forward
119493;Pushing Hand Away
123652;Shaking Hand
134752;Swiping Down
93867;Drumming Fingers
18166;Stop Sign
141332;Sliding Two Fingers Up
79597;Sliding Two Fingers Left
47590;Thumb Down
117916;Swiping Right
83803;Zooming Out With Full Hand
89681;Stop Sign
132257;Turning Hand Counterclockwise
74398;Pulling Hand In
13879;Drumming Fingers
114954;Drumming Fingers
60806;Turning Hand Clockwise
51636;Swiping Down
122092;Turning Hand Counterclockwise
95186;Sliding Two Fingers Right
22835;Shaking Hand
68931;Sliding Two Fingers Down
69296;Swiping Left
34807;Swiping Left
85132;Pushing Hand Away
116650;Pushing Two Fingers Away
92654;Thumb Down
140260;Zooming In With Two Fingers
34433;Pulling Two Fingers In
75811;Pulling Hand In
85647;Drumming Fingers
54174;Zooming In With Two Fingers
5717;Sliding Two Fingers Up
18379;Thumb Down
25159;Thumb Up
22803;Turning Hand Counterclockwise
95241;Sliding Two Fingers Left
76280;Pulling Two Fingers In
100029;Turning Hand Counterclockwise
141050;Sliding Two Fingers Down
119103;Sliding Two Fingers Left
72760;Swiping Right
67953;Pulling Hand In
137416;Thumb Up
71738;Turning Hand Counterclockwise
4653;Thumb Up
140246;Swiping Up
90005;Doing other things
85785;Zooming In With Full Hand
8185;Sliding Two Fingers Up
144807;Thumb Down
21598;Swiping Up
54186;Thumb Up
64083;Shaking Hand
124876;Rolling Hand Backward
133488;Pulling Hand In
11208;Rolling Hand Forward
62320;Zooming In With Two Fingers
91921;Sliding Two Fingers Right
49994;Drumming Fingers
28950;Pulling Hand In
66249;Sliding Two Fingers Down
5069;Sliding Two Fingers Up
86131;Thumb Up
44338;Swiping Right
117331;Sliding Two Fingers Right
56953;Swiping Left
72749;Zooming In With Two Fingers
49643;Thumb Down
21879;Pulling Hand In
53962;Swiping Right
90895;Shaking Hand
130660;Sliding Two Fingers Left
137927;Sliding Two Fingers Up
104170;Swiping Down
68775;Swiping Up
8576;Pulling Two Fingers In
29972;Swiping Left
141795;Swiping Right
81899;Turning Hand Clockwise
32044;Stop Sign
31875;Sliding Two Fingers Left
103517;Zooming Out With Full Hand
119485;Drumming Fingers
29083;Thumb Down
108986;Stop Sign
47161;Swiping Up
77336;Rolling Hand Forward
34994;Rolling Hand Forward
134418;Pushing Hand Away
128958;Rolling Hand Backward
134654;Zooming Out With Full Hand
118099;Swiping Right
115240;Swiping Left
22360;Swiping Left
86580;Drumming Fingers
120841;Thumb Up
137261;Shaking Hand
135570;Doing other things
10957;Zooming Out With Full Hand
119971;Zooming In With Two Fingers
18314;Drumming Fingers
60994;Rolling Hand Forward
100471;Swiping Right
103964;Stop Sign
50418;Zooming In With Full Hand
131591;Drumming Fingers
87894;Sliding Two Fingers Down
58484;Swiping Up
122206;Sliding Two Fingers Up
28034;Doing other things
96858;Swiping Left
104682;Pushing Two Fingers Away
93779;Doing other things
33406;No gesture
88641;Sliding Two Fingers Left
86484;No gesture
122275;Swiping Up
94401;No gesture
66492;Sliding Two Fingers Up
12682;Shaking Hand
124897;Doing other things
83359;Rolling Hand Forward
101790;Pulling Hand In
137334;Swiping Up
126537;No gesture
56547;Turning Hand Clockwise
137201;Pushing Two Fingers Away
118493;Thumb Up
78000;Sliding Two Fingers Down
80001;Sliding Two Fingers Right
35112;Doing other things
49959;Doing other things
67989;Sliding Two Fingers Left
140734;Sliding Two Fingers Left
86381;Thumb Up
30905;Sliding Two Fingers Up
37824;Pulling Hand In
109678;Sliding Two Fingers Left
3305;Sliding Two Fingers Up
75698;Pushing Hand Away
91715;Zooming In With Full Hand
124700;Swiping Right
7893;Sliding Two Fingers Left
96490;Sliding Two Fingers Down
38535;Swiping Up
115590;Zooming In With Full Hand
5514;No gesture
100527;Turning Hand Clockwise
108574;Drumming Fingers
5003;Turning Hand Clockwise
33775;Sliding Two Fingers Down
42929;Pulling Hand In
99380;Swiping Up
58424;Zooming In With Two Fingers
68530;Thumb Down
4484;Rolling Hand Backward
76;Doing other things
56172;Swiping Down
63392;Zooming In With Full Hand
98363;Turning Hand Clockwise
21640;Sliding Two Fingers Right
96233;Rolling Hand Backward
12960;Zooming In With Full Hand
41181;Sliding Two Fingers Right
142006;Thumb Up
12862;Pulling Hand In
43763;Sliding Two Fingers Right
114551;Swiping Down
93691;Pushing Hand Away
135664;No gesture
36031;Shaking Hand
19834;Zooming Out With Full Hand
113471;Doing other things
88794;Swiping Up
137968;Zooming In With Full Hand
8055;Sliding Two Fingers Down
28323;Sliding Two Fingers Up
102447;Rolling Hand Backward
24893;Zooming In With Two Fingers
112776;Sliding Two Fingers Left
37575;Rolling Hand Forward
35079;Turning Hand Counterclockwise
96348;Pushing Hand Away
62889;Doing other things
10214;Doing other things
98860;Shaking Hand
37656;Doing other things
18562;Rolling Hand Forward
118607;Sliding Two Fingers Up
3937;Swiping Up
11299;Sliding Two Fingers Right
145654;Pulling Two Fingers In
10292;Swiping Down
104122;Turning Hand Clockwise
23260;Swiping Right
85344;Drumming Fingers
126419;Pushing Hand Away
8182;Pushing Two Fingers Away
138365;Stop Sign
134266;Shaking Hand
36718;Rolling Hand Forward
19882;Turning Hand Counterclockwise
60495;Pulling Two Fingers In
84537;Zooming Out With Two Fingers
22769;Zooming Out With Two Fingers
88242;Swiping Up
118885;Sliding Two Fingers Down
64804;Shaking Hand
31022;Thumb Down
78325;Pulling Hand In
58905;Pulling Two Fingers In
127933;Rolling Hand Forward
33524;Swiping Down
36762;Pulling Hand In
82790;Drumming Fingers
92549;Swiping Up
9785;Sliding Two Fingers Left
40828;Zooming Out With Two Fingers
138778;Swiping Left
143438;Sliding Two Fingers Down
38428;Turning Hand Clockwise
87495;Rolling Hand Backward
94952;Sliding Two Fingers Up
128329;Pushing Hand Away
123527;Zooming Out With Full Hand
83302;Thumb Down
81256;Turning Hand Counterclockwise
126381;Sliding Two Fingers Down
125153;Sliding Two Fingers Down
27172;Pulling Hand In
11776;Stop Sign
77074;Zooming Out With Full Hand
146731;Drumming Fingers
118459;Pushing Two Fingers Away
140737;Stop Sign
124292;Shaking Hand
64339;Zooming Out With Two Fingers
64210;Sliding Two Fingers Up
97099;Sliding Two Fingers Right
116183;Turning Hand Counterclockwise
68139;Swiping Up
49728;Zooming Out With Full Hand
82966;Thumb Down
13930;Thumb Down
90720;Stop Sign
133447;Doing other things
119569;Zooming In With Two Fingers
1505;Rolling Hand Forward
138118;Sliding Two Fingers Left
43917;Zooming In With Full Hand
19022;Pulling Two Fingers In
103163;Sliding Two Fingers Left
142254;No gesture
39278;No gesture
128195;Zooming Out With Two Fingers
82625;Sliding Two Fingers Up
62102;Swiping Right
18470;Sliding Two Fingers Right
10871;Zooming Out With Full Hand
57073;Sliding Two Fingers Left
20941;Swiping Down
94791;Rolling Hand Forward
13193;Pulling Hand In
74288;No gesture
107474;Doing other things
64389;Pushing Two Fingers Away
57201;Swiping Up
74249;Doing other things
65493;Swiping Left
77060;Doing other things
3518;Thumb Up
29704;Swiping Up
66116;Pushing Hand Away
59423;Swiping Right
50660;Pulling Two Fingers In
69198;Doing other things
141601;Pushing Hand Away
22300;Swiping Down
41192;Doing other things
79400;Zooming Out With Two Fingers
105634;Zooming In With Full Hand
89621;Pulling Hand In
94739;Rolling Hand Backward
146158;Drumming Fingers
128454;Sliding Two Fingers Right
56225;Doing other things
11782;Thumb Up
72501;Thumb Down
104085;Sliding Two Fingers Right
27875;Zooming In With Full Hand
23961;Pulling Two Fingers In
69445;Pushing Hand Away
38866;Sliding Two Fingers Up
81661;Zooming Out With Two Fingers
47390;Sliding Two Fingers Down
110073;Swiping Right
28947;Sliding Two Fingers Left
25767;Swiping Right
137865;Sliding Two Fingers Left
109820;Sliding Two Fingers Right
72859;No gesture
62088;Shaking Hand
15840;Pulling Hand In
68795;Zooming In With Full Hand
86690;Sliding Two Fingers Right
19278;Thumb Down
16680;Sliding Two Fingers Left
135541;Swiping Up
108371;Pulling Hand In
24575;Rolling Hand Forward
52980;Swiping Down
6317;Zooming In With Full Hand
17781;Rolling Hand Forward
89707;Swiping Left
127154;Zooming Out With Full Hand
130556;Zooming In With Full Hand
52158;Swiping Down
128800;Thumb Down
120311;Zooming In With Two Fingers
116339;Swiping Up
92726;Drumming Fingers
101177;Thumb Down
117178;Pulling Hand In
49933;Doing other things
107967;Swiping Down
127516;Thumb Down
26870;Zooming In With Full Hand
86434;Drumming Fingers
133106;Zooming In With Two Fingers
22436;Zooming In With Full Hand
12422;Rolling Hand Backward
65982;Drumming Fingers
144877;Drumming Fingers
80369;Doing other things
57669;Pushing Hand Away
83884;Zooming In With Two Fingers
3133;Swiping Left
70302;Zooming Out With Full Hand
66588;Pushing Hand Away
99275;Zooming In With Two Fingers
60349;Rolling Hand Forward
144758;Sliding Two Fingers Down
53986;Swiping Down
86330;Shaking Hand
96765;Shaking Hand
60290;Shaking Hand
45681;Sliding Two Fingers Left
91725;Pulling Hand In
117520;Pulling Two Fingers In
34098;Doing other things
16110;Stop Sign
58946;Rolling Hand Backward
68887;Zooming In With Full Hand
79233;Sliding Two Fingers Left
105280;Rolling Hand Forward
31739;Zooming In With Full Hand
31063;Sliding Two Fingers Up
7767;Drumming Fingers
14420;Pushing Two Fingers Away
128408;Sliding Two Fingers Left
144963;Zooming In With Two Fingers
373;Swiping Right
34387;Rolling Hand Forward
17376;Stop Sign
14737;Sliding Two Fingers Right
133013;Doing other things
91186;Turning Hand Counterclockwise
103884;Pulling Two Fingers In
33880;No gesture
66327;Sliding Two Fingers Right
110644;Swiping Right
140536;Zooming In With Full Hand
33325;Pulling Two Fingers In
84811;Swiping Right
139983;Thumb Down
126673;Doing other things
109097;Pushing Two Fingers Away
41011;Thumb Down
101680;No gesture
792;Rolling Hand Backward
30034;Drumming Fingers
105692;Doing other things
136559;Swiping Left
71514;No gesture
120618;Pulling Hand In
114083;Zooming Out With Full Hand
5213;Swiping Down
131101;Sliding Two Fingers Right
83020;Sliding Two Fingers Right
9406;Zooming Out With Two Fingers
49309;Swiping Right
54095;Turning Hand Clockwise
114437;Thumb Up
11452;Rolling Hand Backward
48084;No gesture
81029;Rolling Hand Backward
85060;Pulling Hand In
18141;Swiping Down
51162;Sliding Two Fingers Down
40084;Zooming Out With Two Fingers
21967;Sliding Two Fingers Up
143110;Doing other things
78619;Pulling Hand In
70900;Zooming In With Two Fingers
143172;Turning Hand Clockwise
42494;Zooming In With Full Hand
104988;No gesture
130217;Zooming Out With Two Fingers
63309;Turning Hand Clockwise
88849;No gesture
79239;Zooming Out With Full Hand
30899;Thumb Down
85171;No gesture
77155;Zooming In With Two Fingers
23719;Sliding Two Fingers Down
21523;Swiping Right
6609;Turning Hand Clockwise
138337;Zooming Out With Full Hand
33488;Swiping Right
48399;No gesture
85929;Pulling Two Fingers In
142642;Rolling Hand Forward
119655;Turning Hand Clockwise
142005;Turning Hand Counterclockwise
53608;Zooming Out With Two Fingers
24479;Swiping Down
41209;Zooming In With Full Hand
85732;Turning Hand Clockwise
24662;Swiping Up
77518;Thumb Up
97936;Sliding Two Fingers Down
37056;Zooming In With Two Fingers
87444;Swiping Up
67483;Pulling Two Fingers In
112479;Sliding Two Fingers Right
67917;Doing other things
140841;Turning Hand Counterclockwise
21313;Swiping Left
123766;Sliding Two Fingers Left
109081;Thumb Down
50126;Doing other things
49681;Zooming Out With Two Fingers
94717;Swiping Left
20574;Pushing Two Fingers Away
94685;Sliding Two Fingers Right
120189;No gesture
13080;Zooming In With Two Fingers
77270;Shaking Hand
119891;Rolling Hand Forward
72229;Sliding Two Fingers Right
99772;Zooming In With Two Fingers
114810;Doing other things
36430;Swiping Left
38488;Swiping Up
143867;Sliding Two Fingers Left
6503;Sliding Two Fingers Left
2308;Sliding Two Fingers Right
10535;Zooming Out With Full Hand
20363;Swiping Left
91513;Pulling Two Fingers In
119201;Swiping Up
117860;Pulling Hand In
121109;Pushing Hand Away
59042;Swiping Up
117220;Thumb Up
64156;Sliding Two Fingers Up
13312;Turning Hand Clockwise
131422;Sliding Two Fingers Up
4376;Shaking Hand
63147;No gesture
35153;Swiping Right
37903;Thumb Up
136728;Pushing Two Fingers Away
129771;Pushing Hand Away
97818;Pushing Two Fingers Away
31869;Sliding Two Fingers Down
128685;Zooming In With Two Fingers
24394;Thumb Down
101917;Zooming Out With Two Fingers
38485;Doing other things
138803;Zooming Out With Two Fingers
81820;Pulling Hand In
147902;Drumming Fingers
85949;Shaking Hand
83526;Swiping Right
112407;Sliding Two Fingers Right
111370;Shaking Hand
74846;Sliding Two Fingers Left
81594;Pushing Hand Away
63509;Pulling Two Fingers In
28949;Thumb Up
120943;Sliding Two Fingers Down
77372;Rolling Hand Backward
121758;Swiping Right
104776;Zooming In With Full Hand
77254;No gesture
74193;Thumb Up
147626;Sliding Two Fingers Right
87226;Drumming Fingers
115357;Swiping Down
86553;Sliding Two Fingers Up
136299;Rolling Hand Backward
95504;Zooming Out With Full Hand
34059;Thumb Down
241;Rolling Hand Backward
15920;Doing other things
75074;Swiping Right
113565;Sliding Two Fingers Left
90210;Zooming Out With Full Hand
51842;Doing other things
116909;Pulling Two Fingers In
19203;Thumb Down
31391;Zooming In With Full Hand
8618;Zooming In With Two Fingers
118679;Turning Hand Clockwise
139290;Swiping Right
108697;Turning Hand Clockwise
30921;Zooming In With Full Hand
97172;Swiping Down
46147;Zooming Out With Two Fingers
99230;Pulling Hand In
140382;Sliding Two Fingers Right
22958;Thumb Down
29426;Doing other things
110716;Swiping Up
